key,mac
43160,9A51F5EB25C1
78380,9A4DFEBE89A3
19237,9AA09DFF1A8D
25478,9AAE26E63807
29184,9A8416FB0315
92957,9AC81AC4C6BF
8192,9AECF1C795E9
76096,9A048879FEE7
584,9AF66C5A7E8B
4386,9AF9BA4AAD3F
25926,9AEEDBBA5144
66608,9A9CEF0197A0
25631,9AD73846DC7D
44838,9AC226536746
97561,9A5ABEC7083D
70268,9ACEACC5AB91
7925,9A59C6E3F6D3
3123,9AC8687964C6
31611,9A94BF8BA33B
70260,9A5A718665F0
37010,9AF668C9CF94
13404,9AC774623A1C
82995,9A4F284466A5
75627,9A134DE8F3EA
82400,9AC2DD44B990
4216,9A4FCE23784E
94938,9A6D2AF9EE56
7058,9ABBEC76EAFC
72093,9A1ED97178BA
2970,9A44DD295A6B
73637,9A142F10379A
8037,9A020AE5DBCD
83466,9A6DEC5E5BC8
19272,9A7ACD647CAB
32206,9A90EEA3ADB5
89590,9AF9530DD329
46494,9A4BDEA8EA5D
5053,9AA727BA673B
2191,9A908EA9AABA
99432,9A7456A0F063
32688,9A0B215CF594
60766,9AF20737D5BE
70755,9AC7011743E1
32721,9A0C3D6188EA
95688,9A344AA768BB
39594,9A63274486CE
48954,9A45E095B3A4
42485,9AA76971388F
93136,9AA54255A34A
53008,9AC603F6C26B
40013,9A1DFDD81F68
4747,9A55A1825BD0
74169,9A0CA3A66BE2
14537,9AA2FC9A5C53
25275,9AE8C746D5A8
54148,9ADF74814530
31372,9A11DF2DA7FF
77393,9A03457C5BC8
13188,9A533CBF21C0
23884,9A0CB0A135F8
5696,9A0E5DFD6114
17402,9A061447FB53
9716,9A95F6EC26FC
91499,9A0F19B6B016
12501,9AD44CA1F974
87043,9A8E0780EABD
70522,9A08445C16CD
34748,9A5F8EE674F4
35927,9A70038DE8C4
74931,9A377C90E659
86653,9AF33718E327
41154,9A99E6C84973
66102,9A6128AA0639
46371,9AE2AC26AB4B
22835,9A7FEAD43555
47401,9AB7F19787CF
35123,9AD31C495F0C
38061,9A1BF65640CF
7706,9A62C0BF3CB3
10623,9AF1F4C98871
30878,9A29A867A871
83893,9A8BAB1C5980
41388,9A2935D0FA9C
27376,9A261DA44E52
21651,9A81728A59F2
24419,9A379B5DB92B
95276,9AFEB3B78BCC
52011,9AB1A8254B0A
8930,9ACD1B608871
79223,9A9A677F42D1
46375,9A2B88A71ABE
48754,9A2A3E07A3AB
25842,9AE712C077A3
19752,9A211FB2B38D
13387,9A2C478B80C6
98716,9A9485D7AA7D
77282,9A380D3346E6
16298,9AAA876EE601
89773,9A11BE223344
80306,9ADA57F5E940
59054,9A0FF5CD29F0
37674,9A990E1151FE
35578,9A6DABC3383F
94113,9A5EDA0B8D43
2679,9A40C286E23E
15681,9A2C150D1845
9675,9A0732A0EC1F
41211,9A991E84E840
25346,9A3B310526EE
13990,9A96CE97714D
52418,9AB3E59C5B46
86656,9A711CC59614
37399,9A07C5CC2971
969,9A803F0EECBD
1325,9A60940BF556
60131,9A32BA5CFB14
62187,9AA6D833DE27
66353,9A70F3F80F65
14865,9AEAF13090A8
1140,9A1E1E821BEA
61957,9A3A64CC2D8C
4965,9A780A1E3F72
24130,9AB03CF04530
3060,9A819BF0680C
42686,9A12834F490F
94501,9AEC1BAEE618
43351,9AF5BB99EF65
43735,9AE019938EB7
49459,9AEC5708836A
76754,9ADF203C0B9F
64879,9A908C527FB5
19116,9A92CE1794D1
94315,9ACDC68F9E1A
98949,9AE3F50DD5E8
81047,9A50F305F507
33133,9A33609B4843
97833,9A69094DCC50
1361,9A99742061D7
70485,9A2B2BDA17AE
6376,9AB6F5BF048E
69605,9ABF01CC022E
28186,9AEE9DC744C8
74180,9AD46FCB5C36
68166,9ACDB02ACBFC
42803,9A41C8A68E2F
74140,9A41B62DDC5C
62999,9A7BDCCA4573
10279,9A9DC2F147AA
46261,9A28520247CE
31067,9AA290CA93C5
27705,9A41BA8DB21D
74731,9A0D9EBB3470
33032,9AC7B7D60863
24795,9A8314DF7901
26996,9AB272A75EED
35229,9A70BAC543A5
32282,9A402FB49DB1
1730,9A2F474C724E
69602,9AA8983CEF2E
16375,9A9BB22037EB
52620,9A1CACBD294E
76744,9AAF31B28BCD
40205,9AAECE2510CE
91392,9A2D673A59B2
80274,9A93459C251C
39004,9A3983F40AC8
48012,9AA9BE8F3482
88176,9A82569F38BF
96236,9A487B06E001
70105,9AD46D6C1AD1
92867,9A4C95EE7E25
26066,9AD89C6789CC
42903,9A78893F08A6
76882,9A1C83B11D90
10212,9AC467AE2BEE
42067,9A779DDEFAF6
74857,9A53776A0A45
42580,9A5691D36C02
22151,9A429AB7DC57
47339,9A06734BD08E
16484,9AFE27F806CE
81118,9A08CC96BA60
10080,9AE85322D0C9
6967,9A203EA99D83
85041,9AF09F27C149
68771,9AB6E50E0798
75114,9A04057BC58C
8251,9A970BCC814B
51357,9A01652735F3
27676,9AA04C2EB2A1
43194,9A259EBD95A9
66946,9A33F4305489
40751,9A688D46F45D
22629,9A59FC25274F
68491,9A99A718FDA5
82184,9A17BBCC8C95
60893,9A1FB276405D
67012,9A052CF57628
42738,9ACA3658BAE2
27582,9A9C7622B2F6
81670,9A986CC4B2B0
74642,9A5129CED7DC
8157,9AC1BA31B031
49215,9A402E093AC8
46109,9A3E2D70F55C
12342,9ACE751F01E5
27594,9AB15ED247FA
97099,9AB380DFC291
68903,9A9D024CA298
14208,9A4226E321A0
32047,9A68FB18A02F
65163,9A7A33B6DE31
30989,9A14FCA14022
9393,9AFE0B527AFA
52655,9A5528A8A343
94592,9A0520C4D6FC
81761,9A2258254D04
3344,9AEB22490D17
78921,9ACF440885C9
7678,9A7C097CF529
45887,9A3CF541E750
41186,9AE8CA1779F1
30362,9A673D3549CB
83344,9A8EB3FFBEE7
33820,9ABD806AA273
20941,9AD9B205A571
43627,9A0CDD6FA74E
77498,9AAC322A335A
27735,9A2895C2E825
64136,9A9D3B1A81B5
14024,9A2291D1FB91
88697,9A7169FB9D5B
99895,9A5E12DDAE40
43156,9A747EB0008D
78906,9A9F6E92AE88
19073,9AC7F9288926
36264,9A3B9A4CC352
349,9A459624013C
77881,9ADBA99D518E
33572,9A72B7EDFC98
32788,9A12E5EAB5F4
74508,9A2E6E856E8E
2388,9AB80C729B59
37544,9A0D30767963
2939,9A2A5A709511
97318,9AC2B2FAFA57
86612,9A3C97A53E87
6911,9A42B534A9FE
84343,9A888E3EE3A7
50879,9A54AFC14096
32411,9A5C263301F2
55687,9A510FB58F40
57130,9AADF8840ABA
27179,9AD15E8A9A06
41531,9A7B0CD376EB
95182,9A37B8FD65E4
90896,9AA4274A1B06
85675,9A92FF387EA0
26466,9A8C62C8D9D9
77699,9AF16C7DDEFF
41721,9AFD27929470
16047,9AA5C6641715
74708,9A2C18B67704
84385,9A9FCEF17D82
56112,9A314F7B4C6D
90718,9A7C4533410F
39586,9A76466DEB6F
99509,9A747EDE8CC2
73218,9A18052290C6
32819,9AB9B4CD5828
17876,9AD1348B39F5
59399,9AF44CFF7407
21159,9A830FD56C74
64780,9A31CF2ADC07
14918,9A8BBD182950
24816,9AEC99AD771C
40525,9A956137A8A5
5354,9AF0173C1D52
13496,9A4117BAE1A6
21546,9A39B43F78A6
60219,9AC29CCB4D93
95526,9AFA7082C2BA
45941,9A2DC41FC7DD
6946,9AF7F875B648
49012,9A84972A2653
30765,9A60CF28CC7E
78559,9A64CD4BC064
86617,9A12B0B96112
60761,9A667F5E6EB3
21938,9A656917A62A
42828,9A76ABC0E38E
13299,9A78DA8701DC
92203,9A26CC2CE566
29405,9AE7A2A09258
65675,9AEA4D3BBE05
66271,9A176023668E
950,9AEB1196B0C5
48701,9AA595F389B1
75825,9A7AC39042A8
58934,9AE5AD52F34A
59040,9A74E5F0F9FE
54297,9A5CA7086862
48176,9A140E137D22
38758,9AC9544F3F25
26571,9A8D952C23B4
76136,9A2642AA892F
22203,9A19899383BE
82682,9AF4F5537297
69811,9ABC365242C9
55922,9A0FFD520AAA
44691,9A2C0B2949A0
64487,9A3A1A8F353F
33305,9A09942487FA
22990,9A5E5D85AF8B
57347,9AD30F4D77AC
15611,9A8B2EBEF88F
85715,9A51FA3FE02C
971,9AB245F1623A
28797,9AF5AD0BFE7F
49957,9A6AFCC8DF7B
13019,9A89D0E687E9
91000,9A9FC66B36B8
83481,9A136E2C22C7
96105,9AA6A2D7B207
19141,9A0F243553C2
13442,9AE271EFDF1F
11854,9ABFCEA014BA
81953,9AA31305A30A
34032,9AC548EB9BD5
36240,9ADCC5C10A78
56895,9AB21559ECBD
91576,9AF070DAF944
45778,9AFF8668C653
43482,9A6ADC6F0E29
39012,9AF78637D54F
20518,9AA975145819
68471,9AD430544D44
8740,9A586F63A880
63752,9AD503ECCE07
63855,9AF5F382459A
38955,9A9EF23F27F1
82659,9A1C0262DE7D
91573,9ADD87938508
67676,9AAFD95A97A0
86602,9A59E7951DC8
22963,9A65C982969D
86491,9AB1558B88E9
3225,9A9FDEE279DA
19931,9A76B55678C6
61742,9A8BC7A687B6
16708,9AAC2609684A
4440,9AFFB0D0BBEF
16330,9A1A5FC18A6C
10374,9A2DF041DDA6
11076,9AA7150076D9
23465,9AF8A2F7E783
67961,9A5C57075423
97837,9A258A9F5C1E
89391,9AD93E79D33D
91500,9A592CAFF169
1944,9A64E0F9BAEA
63590,9A99F7674D83
59764,9AE99957B356
72398,9ABFD1009871
10156,9ACB2FDEB4A8
62109,9A12717A3876
10341,9ABFA3C491F1
53747,9A969FE14D03
66252,9A2A0898BA50
35657,9AFA13A06C6A
60546,9A0F85536ACB
76799,9A61FE691CCB
28427,9A1D7374DB0A
70952,9ABD1DD7AD15
51705,9A0663BB820E
47664,9ACD171A2F78
14977,9AF14B34C181
27186,9A57C641EEF9
9087,9A53324924E0
14218,9A476EFAC502
98468,9A816DB63575
35117,9A8EBE12C0AD
70683,9A667845D2AF
32972,9A5C38380A56
17861,9AC7B4EAD5E4
93765,9AFAE03DEF18
8403,9ADB4068437C
88302,9A36E7D260FF
83126,9A0D2E5576AB
48,9AD3C39A88EF
48294,9ADBC4086D4F
95710,9A5ADA954E90
91899,9A4FB656A414
93797,9A1307DF4ECF
94178,9ADDC6927F8F
4886,9AF090546A51
67318,9A4719176DA2
78295,9ACCA2716BC9
12817,9A1620DC735E
33320,9AC50FB6904C
1767,9AC90B7C9DC1
44993,9A9C725763CD
79540,9AF3EA815559
19016,9A5DBB75373B
89307,9AF94A3ED235
7219,9A56CB44AFE8
91613,9A1461051E81
87260,9A782C40197E
68664,9A31AE52C0D1
55146,9A6E45B5B21F
64624,9AA7131EBD5F
66147,9A938211F4CF
22940,9A97EBF7B98B
5801,9A74E392CDC0
95104,9AA9D05A3850
66633,9AC355D55453
52562,9AE35FD75264
38891,9ABA3DE5E6E2
31516,9A65741B450E
92252,9A406F8A3C7C
77767,9A7E5D07D7E1
51653,9A727C1986FF
98143,9A2A5439621F
3922,9AB93A89E329
83813,9A23EAF5E903
93282,9ACE0CBA9449
39280,9A972B4C4851
29332,9A5AC1987875
51909,9A7221C20D44
73890,9A6CD3B0594B
86112,9A4EC16F68C0
16339,9A5D1B80C514
36313,9A939555E203
10057,9A366017B038
58352,9ADA01AAAAEF
264,9AC1D8FF6AFB
86635,9ACF3C100CCA
57182,9A0754690453
7386,9AC5D00037AE
71182,9A46741B3E23
9538,9A53867818ED
42116,9AEAA906F245
76915,9A808772E17C
73713,9A4AB2B90C40
59374,9A071858AB4F
71500,9A64AC427923
68411,9A724DFC623A
98450,9A5DEC33BE2F
61888,9AE503031119
57366,9A98ABA862F0
43690,9A717C93949F
87034,9ADC652A6812
68950,9A96DD120E82
17228,9AD98B1750C6
93016,9A569EC186B9
20758,9AECF6C912E3
62947,9AB17140AC04
48397,9A92D634537C
84940,9AB8306F45F1
39880,9A2784C5B9F7
89483,9A3C8B5F5D90
33565,9AAB3E2B75F6
87186,9A012F255489
15492,9ABA498FB461
94003,9AC1DAF345C7
96370,9A71ADE92103
73330,9A2754E0CFFD
60263,9A65260A8C64
89871,9AAEBC9D7601
44293,9AE8E1142EC0
28483,9AF077589789
79371,9A607C90C239
25597,9AD5210D96C6
95766,9A021A390208
56581,9AF90BBD1796
5108,9AE8D36D546C
17734,9AF02AB858F8
76740,9A311079CDFC
22584,9AE88FA12602
99485,9AECCF42C219
40568,9AA25B856D98
48346,9A49429913CB
77540,9A015B9FF24B
6810,9A20202F770B
48230,9AEACC1D81D2
96822,9A7C68801A59
15748,9AB5E980373C
20488,9A8C2FD39122
477,9AEC8DFD07CA
30742,9A2FECFA1110
32478,9A9FF2ED53E1
82643,9ADC2DECE2C9
90571,9A7622CDE79C
65996,9AE696951604
35625,9ACD7B826FB5
56196,9AF99D561D80
38260,9AA7DC15ADB1
28620,9AC45A91B57E
89845,9A733DDB95C2
59916,9A0B2C7E4D3A
93120,9AEA60C84A31
41878,9A840CD036C5
5903,9A2F80BAD444
28629,9AE2467A2799
94020,9AFF80F41851
49685,9A06CB74A7BD
79573,9A67DEA1AB46
56508,9A6B9301A878
63551,9A92871F3E2A
28607,9AC7D1A3F29C
29261,9A4200928572
18413,9A629F93364A
91890,9A4E3C5DB375
87826,9A4504AA6390
22885,9AF39617CFDB
92910,9A173055B05F
23171,9A4AA895B43C
10395,9A37F6A807B7
99469,9AA6F6E0E24F
90539,9ACA55ACB0A8
58812,9AFBAFE77EA4
70368,9AEFE3F55C7F
21536,9A9697D2247E
83596,9AEE37983C76
82259,9AE2BF5D59F6
73468,9A2C80066028
29382,9A7696F8D0E9
15605,9A1B5C4450B2
99786,9AF66452E283
4883,9A1D12801BC2
55596,9A6A0084DA5F
85953,9AB8AB76354C
51803,9A14783A6C3D
26409,9ADB84D9584C
76476,9A16D433F734
84386,9AA36F184CB3
21091,9A789ED76D20
7230,9AF8041E6CDF
17795,9A16682E99A5
18214,9A27931F1503
84722,9A47E1B0F1ED
39002,9A5C2258C95E
74932,9A7B6BABCFE1
43353,9A76376A6131
50778,9ADAC4314965
17153,9AA294BFF914
52339,9A60692B9165
87862,9AABA5F87E22
23455,9A7253144F00
72809,9A856048B8AA
20279,9A7FD54DEFFB
60137,9A25C847E006
98881,9A2F33A21FCB
52153,9A76F0A6473F
52083,9A16A54F2833
44484,9AD342E42CC4
9626,9A034B1375FA
1033,9AC378EE50EE
31894,9AF89DB88F52
20431,9ABEECB309DC
71622,9A7D708B9ADC
4913,9A495DC0419F
51576,9A7C977D3DE3
38266,9A2267C4A28C
27584,9AF9254BB18D
37261,9ABA2CBACEA9
39061,9A6BF36AF00D
24925,9A2AC948D2B7
31292,9A12EA797D8A
7039,9A1B472E0715
82051,9AB7BBBBCD9C
77760,9ACC490ED7E4
14185,9A6D38616A2A
26415,9A7659FCE47C
20700,9A51B77CA934
73445,9A8BA16BD79D
91003,9A55857B6A82
73950,9A67EDF276B5
83121,9A7F470BF9C3
55103,9A435BE9966C
30367,9ABA23C209CB
65304,9AD142E4DA96
82869,9A0B67B39318
96041,9AA1757CAB29
47542,9AC5B40A4720
34270,9A5BE48ED995
52511,9A0AB43F56E6
29403,9A6708E1C462
83884,9A94CB56D1D7
58411,9AA5C1518B96
47436,9A606CBA24B4
10938,9A23523590BC
91384,9A75CF96FA53
69698,9A0F20977D29
95812,9A5044300EFF
91123,9ADC1A75BCE7
25771,9ADEF795821C
76399,9A585B0E3857
58860,9A1ACCB2F422
55218,9A6FE99219E3
68202,9A2F6114E078
4520,9ACDBB73C58D
13689,9A0B44B2101C
72302,9A31CBE162D8
67539,9A5E117A3EF1
89089,9A182A347387
19257,9A61C6965ED2
10264,9AA647391CB2
13220,9A6D56EA15C5
85883,9A582D79E234
73824,9A81EC783366
52762,9AAA6543FA47
77774,9A84E9ECD508
68084,9AE14EEEC241
67832,9A35228188EC
89467,9AF56DFFB281
24435,9ADF48594F7E
40129,9ADBBBFABB5A
83770,9ADD81E0E5C3
1277,9A56AEF06FB9
65629,9A2721D42DF1
44736,9A90298A72AA
94754,9A858FDF9198
37867,9AC331AB05A4
49663,9A8C52C56C09
5267,9AE41CD89BBC
56289,9A4F8C18ADCF
49481,9A891000DFDE
35243,9A15D8D8FFF1
44129,9A19DE50BABF
92080,9A3D84249A43
75177,9AFE33079296
8701,9A044E20353E
17280,9A46C14A51EE
56219,9A769D2EB807
58068,9AE80467216D
46450,9A8FA017D8DB
97788,9A89861E737D
96218,9AFA1F62811E
41552,9A25D8EC35C1
49797,9ACCD0BA3D93
86434,9AE737CC88A1
71519,9ADFAE0EBACE
45139,9A0AD162C453
6859,9A460F7441BE
5115,9A8418169FEE
73782,9A1C8ED7034F
38519,9AE6F299B291
45918,9A2CCD7A3C93
4559,9A23C74A7E56
50918,9AE7C9066F4C
62382,9A5FB0774550
86059,9AA035144505
28291,9ABCBB69C275
32826,9A43AC334E97
35882,9AB4F0D87FAA
29803,9A2C14E873DC
9489,9A6BAEABE292
22829,9A313E845EAA
57027,9AB79232CA2D
87872,9AED67E165E4
8446,9A189C796E9D
75319,9AF50D991E6F
70636,9AA332B9B848
64492,9AB5F1389FAF
27187,9A897478B51A
66301,9A905A2DC48C
18140,9AA4A92AB31E
55153,9A1116A6DEA1
32634,9A3AD4733DFC
92450,9A24AA80DEC6
23987,9AEFFEF07648
35076,9AD35A35329D
41375,9A4162BFB8C1
25963,9A50C2E24430
75157,9AB023F00F35
27533,9A9F4B0FC5BA
60564,9A968592ECDF
19919,9A0C298BEE68
19041,9A9F646B6E68
25476,9A55D06654C7
42149,9A9892325351
85437,9A40ECFE9576
39924,9A5CDB7F4A42
49653,9A62A26B05FA
8312,9A6BCA6F8C14
16349,9A40A996197E
95995,9A531B749D17
1103,9A0C4D3D3189
61869,9AEEB9182702
60419,9AD642238F17
41491,9A6299C1C50A
33670,9A918C39425D
80918,9ABE2E0D5A18
8078,9AC9947A74A1
4172,9AB39EA0E6CE
40924,9AD1A84F20C1
75270,9AECAC950D46
93645,9ABE75DDF0D5
86156,9A78B82C03CE
62875,9AAA9CEF223D
25311,9AEE412BD650
93728,9A33DABF1B43
91512,9AC307F6AEC1
197,9AC568076ED9
18325,9AD344958E7A
18832,9AA08E1AB2E6
53009,9AC9DBF15FC4
18057,9A690DD5311E
53520,9ACC49104530
53478,9A6CDF78C31B
28780,9AF627AFA116
73449,9A9BAE80C5A0
83078,9A0CA9D9A3F1
25122,9AB9F30D0E23
27477,9A015C12ED99
31660,9AF1E02A54E9
99736,9AE43F8A3B87
54737,9A264C41D14A
27462,9AF4DC95A004
69743,9A9ABC8451D0
62167,9A26B1EB0A7E
24033,9A1CF827870E
39831,9A61F8F8D35C
53449,9AB22B35400A
69852,9AD6BF3A95AF
2101,9AA3AFBAEB79
93186,9A1EF8AAC1E8
45203,9A76A8DD49A3
83100,9A9A56E9805A
24745,9AEC5AD4488E
78674,9A1CB2E9EBB2
47819,9A7713B8D4D9
74320,9A3D3233CFF4
2494,9AE80C6C3654
89159,9ACC6A381C78
13041,9A028553DC8E
84739,9A2C4E6BC1E3
44842,9AE9191FB434
38923,9ACBE917FD66
94649,9A6D1CF2A69A
66861,9A55E3732342
43898,9AAE00512FEF
39380,9AF6E15B839E
58247,9A85DB544043
86044,9A0C8FC33F75
13910,9A8FFD378226
26548,9AD72409D75A
41027,9A1306F57C22
93280,9AF19F302FF8
19662,9A508E351C26
55949,9A6654E4ABBE
67970,9A695B5C5C71
47429,9A6951E60FD8
49934,9A39F4E6B3D3
34507,9A5A581D309B
55338,9A6C6D58CFA6
24421,9AD0E852C0B4
49681,9A8FEF235CF1
72929,9A35C28BFBA3
94006,9A355AE884C9
90274,9A8E1FD01543
32121,9A0B7906CD7F
60236,9A39E5612F48
5343,9AD0B7E226A3
17622,9ADEB6FF61D2
62150,9A44F2AE185E
29881,9AADD23B9439
22005,9A0AD2808D17
46538,9AF5FB1D0692
95049,9A688C6A5EE8
15001,9AEC0B94C230
80,9AEEEE336C94
20136,9A4446740ED5
17190,9A4F23DA43C0
76643,9A50B22A2CA8
51479,9AD7DC225322
39298,9A6C95C68BC7
2756,9A0686D33EC1
39041,9A9B51CDBAC6
23485,9A59B9A47554
54305,9A23ABD97EFF
19729,9A092E7F631D
25535,9A66218C219A
10730,9A3E53996597
61513,9AD74179191A
35254,9AFE85A8454F
67150,9ACA60098530
52428,9AFE78872FC9
69928,9AC4AE645067
11380,9A4236EDCCDE
76412,9ADAB84F85BB
44696,9AF586DFF907
6806,9A23FCF85BAC
60239,9A675E611CC8
79216,9A8D83D68214
81112,9A9AE7993D79
47866,9ADB970D268E
71214,9AC333B6AD82
5316,9A9D8ADE8707
83186,9AC8A6C514E2
70425,9AC48766EE67
586,9A1C0538F3C1
42526,9AB13A26F823
45284,9AED60F1268F
3834,9A182B77E0EE
93375,9AF3BC7A160D
37581,9A177F371518
2068,9A9D7B449E78
45710,9A96E4CAD419
78597,9ACE7CC463D6
37260,9A6A85521057
12795,9ACCC1F166BC
18743,9A89E9537DDF
47400,9A310E36844F
48485,9AE5BD1D78AF
71769,9A6C8052B998
2084,9AA851D6CC5D
16909,9A204ED75F0E
59748,9A8306EF86F7
60821,9ACD13A626F6
29826,9A00B8B12787
56631,9A530E22128E
50643,9A449B7FAE23
13852,9A393178A551
66572,9A3C36B12491
62496,9A43B753E125
88387,9AA13753C59A
1426,9A3FAF33C374
86499,9A0BBEBC79CE
74970,9AC7A131322E
59354,9A7251E88EC2
56456,9AA0BA00DC9E
6311,9A3379639AAD
38687,9A9B004DE0F9
18762,9A0C9E33417C
63777,9A8614151A9E
96,9A5608F41475
10798,9A383EC0EC07
3795,9A186CB5DFED
22426,9AB24148141C
65933,9A9778E18348
23569,9A677D88CE07
59096,9AF5A9CD76C9
14480,9ADEFF5943A1
9713,9A63E57D8569
9559,9AA499E207BE
92592,9AB67799BE67
42244,9A26568D9544
23593,9AAAD288D4A8
38114,9A54A9335FB8
9836,9A1E59DB2B9E
90556,9A289F1749BC
20217,9A311325084C
64412,9A3E5AE17C54
57827,9AF42B4556A8
56634,9A1032A8404D
28760,9A7024A4BCA3
71444,9A729468F936
66273,9A9A74A054D7
46497,9A09CA5500C1
42794,9AB33C19E7BF
86959,9A591E30DB9D
19631,9AAA78078951
95019,9A9906B2D128
66667,9A8E882ECA14
3419,9AF261263C9C
73234,9A6F9B82D042
59695,9AB1C19F0BFF
93401,9AEE1CB360C3
49944,9A64DE4B4130
75889,9AB2B0562920
75288,9AC05CDDE0EC
14274,9AE20A00C587
26556,9AD9AEBC1920
12830,9A9EAA841F5E
26752,9A6E929CB2D9
42739,9AAE66133F1D
37696,9AF39CDF8AEC
65157,9A404B784DD6
13312,9A21F420F9DF
73796,9A21B57D0804
51346,9A25502E01A0
45385,9AA1C2AA5942
34983,9AD8D0A1254C
37599,9A3909E09985
16608,9A3570F08B96
59955,9A1B993A5249
2517,9A88A8FD8E2F
81004,9ADBC655F6EF
94186,9ABC8D448642
56533,9ADB87DB3800
2514,9A940E71CEF3
52641,9ABCFC42035A
71982,9AFE57E173AA
34864,9AED2A7AD74E
73066,9AB1018FA8BB
73833,9A5E2081E98C
35711,9A6A00525A1E
48041,9A9FB44D288B
86521,9A70869ACBD2
84764,9ABA0CEC607A
44612,9AEE1572BD8E
34965,9AC81F1276D3
94161,9A7B86C1AB91
3324,9ABF66028B45
45822,9AAFDEE9B1D9
83861,9A053647F673
70518,9AB53A97BC9F
2418,9A522A9CB1EB
61171,9A8B832F89CB
48125,9A9397E892F3
17404,9ABDCEEE8132
11447,9A2862431EBD
90508,9A9F0FD134FF
82435,9A07FA2D2858
29867,9A836FA30EEE
715,9A6B50AA4E22
31385,9A754A479896
51691,9A20FFF4A0A0
74064,9A776BD00C3D
44642,9AB4491FEEFF
37343,9AF1333D735C
68443,9A8E24B362CD
83509,9A3519BD6810
65461,9AC37F709C36
97773,9A8793F1F9B4
14133,9A6CB4F09776
26393,9A5E713972D1
72623,9ADC84E04366
45302,9AED44A205EF
42403,9A6995D78EDC
99660,9AC21A07C007
21700,9AFC77407C04
39190,9A79DF037BF8
14001,9A1D306D2E8C
67088,9AC10F7A9F85
45905,9A5814C0B6A4
98288,9A3145C0584C
74175,9A4C34555669
35939,9A1C89290F05
10010,9A575EA26D35
54575,9A515A686F4C
37331,9A7E6CDA32F2
28199,9AEFED524AD1
60203,9AF1DE807494
42127,9A11D5287267
33898,9A4D4D8774A4
70098,9A5B79567D4E
75096,9A2432FCC6E9
17101,9A06BA57BF26
80919,9A1198C4856E
62172,9A7421829F4C
38554,9A48A268BA5A
54115,9A7486CFA4BC
26162,9A63D835828D
47750,9A249C79273B
57202,9AD72ABC044F
67294,9A681F2DC78C
81847,9A33D039E9C7
78043,9A6AF3F7399E
12576,9A10FC27C72D
83863,9A3622A41A28
23756,9A547CC272E9
49854,9AD990AF22BC
15226,9A5F1FF607E8
85332,9A1A96DA4DF8
73916,9ABF336D44BF
50673,9A2C96D50797
51760,9AE4B1EE4AD5
95867,9ABF2637236D
73465,9A57F37F951D
47754,9AA9B674698C
6553,9A006AD0F8FF
7872,9AC1B3536B66
75730,9A7588C4A0F0
43381,9A83A6AF25BE
63283,9AD5950BDA35
92406,9A136A1B4147
21756,9A2ACB8F504B
48244,9A869CD21659
50658,9AD94F5DBD61
85560,9A918EEF6949
93471,9AFEA48FBA09
79458,9A09EDD22404
63651,9AB93E9C0210
40805,9AE3972B3393
25713,9A2612A56124
67234,9A52697FBF1E
3833,9A4169DC2B1B
90335,9A1A034B5BAD
77683,9A43D853D51F
14547,9A2B098A990D
76598,9A20B8F834CE
54555,9AB72689C326
69837,9AC53310C144
49916,9A72CBF9BDE7
17471,9A5F4A9D5565
18208,9AF9BD5126D8
98828,9A433157EF69
48132,9A764B8CB445
58458,9A1DE99E2321
94336,9A96FAE67D89
15122,9AC5381C3AA1
28174,9A4C76C57EFA
95757,9AB74431DB3B
44485,9AE5003E77A5
42954,9AC8C25BD122
7667,9A6F2C0FE76F
38580,9A4ED84E46FD
68200,9ACC4EFD36BF
54048,9A279E763485
23584,9A711D6F4FAD
3303,9AA969B6D671
9097,9A9799E4BB58
22957,9A6B5F2E7F1B
34780,9A578F6A2C9B
84869,9AA312EF2499
41627,9AFEDD457D7B
68884,9ABF3F943B9F
9321,9AA54A0FC22E
44229,9A03F1B6CC04
45910,9A5F6973A9C7
36141,9A1467782E31
60968,9A7B1A2AA4A3
64842,9A34DF28A2B1
79289,9AB85CA90000
79537,9A8B1895AD9F
11807,9A3C9B21AF67
58556,9A26F3BFBEE7
33222,9AB03FBBAA23
78452,9AD3CBEA8FB6
3306,9A520639E1A8
85564,9ABCCD77ACF4
58717,9A87B9D558B8
79658,9A90075C0A8C
49056,9AED4D4A0485
84527,9AD41F8238E8
17651,9ABAC7569CA1
82231,9AF4FEB7E393
44059,9AE2F60A20D6
78574,9A543E672067
86300,9A69BE17BA3B
60017,9AA4B9EB6E57
67909,9AEC7F06CB40
66183,9AF675CA7C6B
59708,9A54156A7529
55692,9A3FED0E7D11
95271,9AA9DDF7C546
13259,9A8300E47D5F
43965,9A5435344BE9
84165,9A754CE2295D
2837,9A795B1988A7
97667,9A656775386D
6271,9ACD9B5829CC
69044,9AB696CD3D9A
289,9A81E0E7D53B
57907,9A3B7E19427F
81997,9A5C6B323B6B
22084,9AE4F917F5DF
34871,9AB99B175BED
8398,9A907E08FC71
61135,9AD71FD45FF9
24581,9A6D3E840B2E
23971,9A0E10254A3A
864,9A91B0FF92D2
98068,9ACEC8A0DCAC
91968,9AE3757E7BF8
21035,9AA2D8D6B4EB
33240,9A26320CC2F1
10203,9A0A768F8310
67859,9A7588D48E6C
83388,9A430900B135
57562,9A87732453E4
12171,9A25A76FE37C
17460,9A3EF3EEC5D8
93516,9A229AB8F495
68446,9AEEFE043EDE
17526,9A693D7BC325
